,sentences,entities,search_text
690,GM10275 cell line belongs to the category of Transformed cell line.,[],"['GM10275', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
691,vertebrate blood is the origin of the GM10275.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM10275.']"
692,The Cancer cell line includes KHM-1B.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""KHM-1B"" → CellLine (1.0000)]","['The', 'Cancer', 'cell', 'line', 'includes', 'KHM-1B.']"
693,GM06364 is sourced from blood.,[],"['GM06364', 'is', 'sourced', 'from', 'blood.']"
694,GM06364 is a type of Transformed cell line.,[],"['GM06364', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
695, LU451 is sourced from skin of arm.,[],"['', 'LU451', 'is', 'sourced', 'from', 'skin', 'of', 'arm.']"
696,human gammaherpesvirus 4 is the transformant in the GM06364 cell line.,[],"['human', 'gammaherpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'GM06364', 'cell', 'line.']"
697,GM06364 cell line belongs to the category of Transformed cell line.,[],"['GM06364', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
698,Human T cell leukemia virus type 1 is the transformant in the CB57/C91PL cell line.,"[Span[12:14]: ""CB57/"" → CellLine (0.8382), Span[14:15]: ""C91PL"" → CellLine (0.8125)]","['Human', 'T', 'cell', 'leukemia', 'virus', 'type', '1', 'is', 'the', 'transformant', 'in', 'the', 'CB57/C91PL', 'cell', 'line.']"
699,The Transformed cell line includes GM06364.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM06364.']"
700,The GM06364 cell line contains human gammaherpesvirus 4 as a transformant.,[],"['The', 'GM06364', 'cell', 'line', 'contains', 'human', 'gammaherpesvirus', '4', 'as', 'a', 'transformant.']"
701, KOC7C cell line belongs to the category of Cancer cell line.,"[Span[0:1]: ""KOC7C"" → CellLine (0.9999), Span[8:11]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'KOC7C', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
702,The donor of DA04818 has Type 2 Diabetes.,[],"['The', 'donor', 'of', 'DA04818', 'has', 'Type', '2', 'Diabetes.']"
703,The Epstein Barr virus transformed DA04818.,[],"['The', 'Epstein', 'Barr', 'virus', 'transformed', 'DA04818.']"
704,The donor of ND11590 has Amyotrophic lateral sclerosis.,[],"['The', 'donor', 'of', 'ND11590', 'has', 'Amyotrophic', 'lateral', 'sclerosis.']"
705,blood is the origin of the DA04818.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'DA04818.']"
706,The Transformed cell line includes DA04818.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'DA04818.']"
707,entire skin is the origin of the GM00212.,[],"['entire', 'skin', 'is', 'the', 'origin', 'of', 'the', 'GM00212.']"
708,Human herpesvirus 4 is the transformant in the DA04818 cell line.,[],"['Human', 'herpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'DA04818', 'cell', 'line.']"
709,DA04818 was derived from blood.,[],"['DA04818', 'was', 'derived', 'from', 'blood.']"
710,v-Myc is the transformant in the  F3-WT cell line.,[],"['v-Myc', 'is', 'the', 'transformant', 'in', 'the', '', 'F3-WT', 'cell', 'line.']"
711,DA04818 cell line belongs to the category of Transformed cell line.,[],"['DA04818', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
712,The donor of DA04818 has Non-Insulin Dependent Diabetes.,[],"['The', 'donor', 'of', 'DA04818', 'has', 'Non-Insulin', 'Dependent', 'Diabetes.']"
713,Hs 938.T is a type of Finite cell line.,"[Span[0:2]: ""Hs 938.T"" → CellLine (0.9999)]","['Hs', '938.T', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
714,fibroblast is the cell type for GM10650.,[],"['fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GM10650.']"
715,The Finite cell line includes GM10650.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM10650.']"
716,B cell is the cell type for P3H3.,[],"['B', 'cell', 'is', 'the', 'cell', 'type', 'for', 'P3H3.']"
717,GM10650 is a type of Finite cell line.,[],"['GM10650', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
718,GM10650 represents a fibroblast.,[],"['GM10650', 'represents', 'a', 'fibroblast.']"
719,ND09603 is a type of Transformed cell line.,[],"['ND09603', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
720,GM04478 comes from a patient with Huntington Disease.,[],"['GM04478', 'comes', 'from', 'a', 'patient', 'with', 'Huntington', 'Disease.']"
721,skin fibroblast is the cell type for GM04478.,[],"['skin', 'fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GM04478.']"
722,DA04651 comes from a patient with Type 2 Diabetes Mellitus.,[],"['DA04651', 'comes', 'from', 'a', 'patient', 'with', 'Type', '2', 'Diabetes', 'Mellitus.']"
723,A patient of Huntington disease contributed to GM04478.,[],"['A', 'patient', 'of', 'Huntington', 'disease', 'contributed', 'to', 'GM04478.']"
724,skin fibroblast is the cell type for GM04478.,[],"['skin', 'fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GM04478.']"
725,A patient of Adult-Onset Diabetes contributed to DA06054.,[],"['A', 'patient', 'of', 'Adult-Onset', 'Diabetes', 'contributed', 'to', 'DA06054.']"
726,GM04478 was derived from skin of body.,[],"['GM04478', 'was', 'derived', 'from', 'skin', 'of', 'body.']"
727,GM04478 cell line belongs to the category of Finite cell line.,[],"['GM04478', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
728,GM06107 was derived from portion of blood.,[],"['GM06107', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
729,GM04478 represents a skin fibroblast.,[],"['GM04478', 'represents', 'a', 'skin', 'fibroblast.']"
730,The Finite cell line includes GM04478.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM04478.']"
731,fibroblast is the cell type for GM10462.,[],"['fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GM10462.']"
732,The Finite cell line includes GM04478.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM04478.']"
733,GM04478 comes from a patient with Huntington disease.,[],"['GM04478', 'comes', 'from', 'a', 'patient', 'with', 'Huntington', 'disease.']"
734,The Transformed cell line includes DA01338.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'DA01338.']"
735,vertebrate blood is the origin of the GM15560.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM15560.']"
736,The Transformed cell line includes GM15560.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM15560.']"
737, Hep G2 AD 38 was derived from liver.,"[Span[0:2]: ""Hep G2"" → CellLine (0.9968)]","['', 'Hep', 'G2', 'AD', '38', 'was', 'derived', 'from', 'liver.']"
738,The human gammaherpesvirus 4 transformed GM15560.,[],"['The', 'human', 'gammaherpesvirus', '4', 'transformed', 'GM15560.']"
739,GM15560 is a type of Transformed cell line.,[],"['GM15560', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
740,The Simian virus 40 transformed XP14BRneo17.,[],"['The', 'Simian', 'virus', '40', 'transformed', 'XP14BRneo17.']"
741,The Transformed cell line includes GM15560.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM15560.']"
742,blood is the origin of the GM15560.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM15560.']"
743,AG12940 cell line belongs to the category of Finite cell line.,[],"['AG12940', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
744,A patient of Tay-Sachs Disease contributed to GM09787.,[],"['A', 'patient', 'of', 'Tay-Sachs', 'Disease', 'contributed', 'to', 'GM09787.']"
745,human gammaherpesvirus 4 is the transformant in the GM09787 cell line.,[],"['human', 'gammaherpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'GM09787', 'cell', 'line.']"
746,The donor of  GM01445B has Cystic Fibrosis.,[],"['The', 'donor', 'of', '', 'GM01445B', 'has', 'Cystic', 'Fibrosis.']"
747,A patient of Tay-Sachs disease contributed to GM09787.,[],"['A', 'patient', 'of', 'Tay-Sachs', 'disease', 'contributed', 'to', 'GM09787.']"
748,GM09787 is sourced from blood.,[],"['GM09787', 'is', 'sourced', 'from', 'blood.']"
749,The donor of ND14596 has Frontotemporal Dementia and/or Amyotrophic Lateral Sclerosis 1.,[],"['The', 'donor', 'of', 'ND14596', 'has', 'Frontotemporal', 'Dementia', 'and/or', 'Amyotrophic', 'Lateral', 'Sclerosis', '1.']"
750,blood is the origin of the GM09787.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM09787.']"
751,Human herpesvirus type 4 is the transformant in the GM09787 cell line.,[],"['Human', 'herpesvirus', 'type', '4', 'is', 'the', 'transformant', 'in', 'the', 'GM09787', 'cell', 'line.']"
752,GM03111 is sourced from skin organ.,[],"['GM03111', 'is', 'sourced', 'from', 'skin', 'organ.']"
753,The GM09787 cell line contains Human herpesvirus 4 (Epstein-Barr virus) as a transformant.,[],"['The', 'GM09787', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'as', 'a', 'transformant.']"
754,GM09787 cell line belongs to the category of Transformed cell line.,[],"['GM09787', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
755,The SKG-IIIb cell line contains human papillomavirus type 16 HPV16 as a transformant.,"[Span[1:2]: ""SKG-IIIb"" → CellLine (0.9999)]","['The', 'SKG-IIIb', 'cell', 'line', 'contains', 'human', 'papillomavirus', 'type', '16', 'HPV16', 'as', 'a', 'transformant.']"
756,GM09787 cell line belongs to the category of Transformed cell line.,[],"['GM09787', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
757,blood is the origin of the GM09787.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM09787.']"
758,HF 358.We is a type of Finite cell line.,[],"['HF', '358.We', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
759,A patient of Manic-Depression contributed to GM07219.,[],"['A', 'patient', 'of', 'Manic-Depression', 'contributed', 'to', 'GM07219.']"
760,GM07219 represents a fibroblast.,[],"['GM07219', 'represents', 'a', 'fibroblast.']"
761,The donor of DA05512 has Type II diabetes.,[],"['The', 'donor', 'of', 'DA05512', 'has', 'Type', 'II', 'diabetes.']"
762,GM07219 is fibroblast.,[],"['GM07219', 'is', 'fibroblast.']"
763,GM07219 cell line belongs to the category of Finite cell line.,[],"['GM07219', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
764,CCD-37Lu is fibroblast of lung.,"[Span[0:1]: ""CCD-37Lu"" → CellLine (0.9996)]","['CCD-37Lu', 'is', 'fibroblast', 'of', 'lung.']"
765,GM07219 cell line belongs to the category of Finite cell line.,[],"['GM07219', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
766,The donor of GM07219 has Manic Depressive Disorder.,[],"['The', 'donor', 'of', 'GM07219', 'has', 'Manic', 'Depressive', 'Disorder.']"
767,ND10118 is a type of Transformed cell line.,[],"['ND10118', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
768,vertebrate blood is the origin of the GM12055.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM12055.']"
769,B cell is the cell type for GM12055.,[],"['B', 'cell', 'is', 'the', 'cell', 'type', 'for', 'GM12055.']"
770, H-2228 is sourced from lung.,[],"['', 'H-2228', 'is', 'sourced', 'from', 'lung.']"
771,The Epstein-Barr virus EBV transformed CEPH-1344-NA12055.,[],"['The', 'Epstein-Barr', 'virus', 'EBV', 'transformed', 'CEPH-1344-NA12055.']"
772,B cell is the cell type for CEPH-1344-NA12055.,[],"['B', 'cell', 'is', 'the', 'cell', 'type', 'for', 'CEPH-1344-NA12055.']"
773,The v-Myc transformed F3.,[],"['The', 'v-Myc', 'transformed', 'F3.']"
774, 1344-8355 represents a B cell.,[],"['', '1344-8355', 'represents', 'a', 'B', 'cell.']"
775,CEPH-1344-NA12055 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""CEPH-1344-NA12055"" → CellLine (0.9892)]","['CEPH-1344-NA12055', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
776,skin fibroblast is the cell type for FIB-PSE45.,[],"['skin', 'fibroblast', 'is', 'the', 'cell', 'type', 'for', 'FIB-PSE45.']"
777,The Transformed cell line includes GM12055.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM12055.']"
778,portion of blood is the origin of the CEPH-1344-NA12055.,[],"['portion', 'of', 'blood', 'is', 'the', 'origin', 'of', 'the', 'CEPH-1344-NA12055.']"
779,OC 314 is a type of Cancer cell line.,"[Span[0:2]: ""OC 314"" → CellLine (0.9999), Span[6:9]: ""Cancer cell line"" → CellLine (0.9999)]","['OC', '314', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
780,GM20382 comes from a patient with Neuronal Ceroid Lipofuscinosis Type 3.,[],"['GM20382', 'comes', 'from', 'a', 'patient', 'with', 'Neuronal', 'Ceroid', 'Lipofuscinosis', 'Type', '3.']"
781,The human gammaherpesvirus 4 transformed GM20382.,[],"['The', 'human', 'gammaherpesvirus', '4', 'transformed', 'GM20382.']"
782,GM09239 comes from a patient with Acute Intermittent Porphyria.,[],"['GM09239', 'comes', 'from', 'a', 'patient', 'with', 'Acute', 'Intermittent', 'Porphyria.']"
783,A patient of OBSOLETE: Congenital neuronal ceroid lipofuscinosis contributed to GM20382.,[],"['A', 'patient', 'of', 'OBSOLETE:', 'Congenital', 'neuronal', 'ceroid', 'lipofuscinosis', 'contributed', 'to', 'GM20382.']"
784,The Transformed cell line includes GM20382.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM20382.']"
785,"DA00650 comes from a patient with Diabetes, Type 2.",[],"['DA00650', 'comes', 'from', 'a', 'patient', 'with', 'Diabetes,', 'Type', '2.']"
786,GM20382 is sourced from vertebrate blood.,[],"['GM20382', 'is', 'sourced', 'from', 'vertebrate', 'blood.']"
787,The Human herpesvirus 4 transformed GM20382.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'GM20382.']"
788,skin organ is the origin of the Hs 919.Sk.,[],"['skin', 'organ', 'is', 'the', 'origin', 'of', 'the', 'Hs', '919.Sk.']"
789,The GM20382 cell line contains Epstein Barr virus as a transformant.,[],"['The', 'GM20382', 'cell', 'line', 'contains', 'Epstein', 'Barr', 'virus', 'as', 'a', 'transformant.']"
790,GM20382 comes from a patient with Neuronal Ceroid Lipofuscinosis Type 3.,[],"['GM20382', 'comes', 'from', 'a', 'patient', 'with', 'Neuronal', 'Ceroid', 'Lipofuscinosis', 'Type', '3.']"
791,The Human papillomavirus - 16 transformed SKG-IIIb.,[],"['The', 'Human', 'papillomavirus', '-', '16', 'transformed', 'SKG-IIIb.']"
792,The Transformed cell line includes GM20382.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM20382.']"
793,blood is the origin of the GM20382.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM20382.']"
794,The Finite cell line includes Hs 871.Sk.,"[Span[5:7]: ""Hs 871.Sk"" → CellLine (0.9999)]","['The', 'Finite', 'cell', 'line', 'includes', 'Hs', '871.Sk.']"
795," SJNB12 comes from a patient with Neural Crest Tumor, Malignant.",[],"['', 'SJNB12', 'comes', 'from', 'a', 'patient', 'with', 'Neural', 'Crest', 'Tumor,', 'Malignant.']"
796,The Cancer cell line includes  SJ-NB12.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""SJ-NB12"" → CellLine (0.9979)]","['The', 'Cancer', 'cell', 'line', 'includes', '', 'SJ-NB12.']"
797,A patient of Amyotrophic Lateral Sclerosis contributed to ND12783.,[],"['A', 'patient', 'of', 'Amyotrophic', 'Lateral', 'Sclerosis', 'contributed', 'to', 'ND12783.']"
798,A patient of Neuroblastoma contributed to  SJNB12.,[],"['A', 'patient', 'of', 'Neuroblastoma', 'contributed', 'to', '', 'SJNB12.']"
799,The Cancer cell line includes SJNB-12.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999)]","['The', 'Cancer', 'cell', 'line', 'includes', 'SJNB-12.']"
800,ND11727 comes from a patient with Amyotrophic lateral sclerosis.,[],"['ND11727', 'comes', 'from', 'a', 'patient', 'with', 'Amyotrophic', 'lateral', 'sclerosis.']"
801, SJNB12 was derived from bone marrow.,[],"['', 'SJNB12', 'was', 'derived', 'from', 'bone', 'marrow.']"
802, SJ-NB12 cell line belongs to the category of Cancer cell line.,"[Span[0:1]: ""SJ-NB12"" → CellLine (1.0000), Span[8:11]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'SJ-NB12', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
803,blood is the origin of the ND06852.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'ND06852.']"
804, SJ-NB12 is a type of Cancer cell line.,"[Span[0:1]: ""SJ-NB12"" → CellLine (0.9986), Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'SJ-NB12', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
805,The donor of SJ-NB-12 has Neuroblastoma (NBL).,[],"['The', 'donor', 'of', 'SJ-NB-12', 'has', 'Neuroblastoma', '(NBL).']"
806,Mar Ton cell line belongs to the category of Finite cell line.,[],"['Mar', 'Ton', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
807,DA00313 is sourced from blood.,[],"['DA00313', 'is', 'sourced', 'from', 'blood.']"
808,Epstein-Barr virus is the transformant in the DA00313 cell line.,[],"['Epstein-Barr', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'DA00313', 'cell', 'line.']"
809, JHU-13 is sourced from laryngopharynx.,[],"['', 'JHU-13', 'is', 'sourced', 'from', 'laryngopharynx.']"
810,The Human herpesvirus 4 transformed DA00313.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'DA00313.']"
811,portion of blood is the origin of the DA00313.,[],"['portion', 'of', 'blood', 'is', 'the', 'origin', 'of', 'the', 'DA00313.']"
812,The human papillomavirus type 16 HPV16 transformed SKG-IIIb.,[],"['The', 'human', 'papillomavirus', 'type', '16', 'HPV16', 'transformed', 'SKG-IIIb.']"
813,DA00313 cell line belongs to the category of Transformed cell line.,[],"['DA00313', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
814,blood is the origin of the DA00313.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'DA00313.']"
815, UCLA RO 82-W-1 is a type of Cancer cell line.,"[Span[7:10]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'UCLA', 'RO', '82-W-1', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
816,ND12094 comes from a patient with Lou Gehrig Disease.,[],"['ND12094', 'comes', 'from', 'a', 'patient', 'with', 'Lou', 'Gehrig', 'Disease.']"
817,The Epstein-Barr virus transformed ND12094.,[],"['The', 'Epstein-Barr', 'virus', 'transformed', 'ND12094.']"
818,The donor of GM13311 has Ellis-Van Creveld Syndrome.,[],"['The', 'donor', 'of', 'GM13311', 'has', 'Ellis-Van', 'Creveld', 'Syndrome.']"
819,A patient of Amyotrophic lateral sclerosis contributed to ND12094.,[],"['A', 'patient', 'of', 'Amyotrophic', 'lateral', 'sclerosis', 'contributed', 'to', 'ND12094.']"
820,blood is the origin of the ND12094.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'ND12094.']"
821,A patient of Generalized Epilepsy contributed to ND10031.,[],"['A', 'patient', 'of', 'Generalized', 'Epilepsy', 'contributed', 'to', 'ND10031.']"
822,vertebrate blood is the origin of the ND12094.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'ND12094.']"
823,ND12094 comes from a patient with Amyotrophic lateral sclerosis.,[],"['ND12094', 'comes', 'from', 'a', 'patient', 'with', 'Amyotrophic', 'lateral', 'sclerosis.']"
824,GM04478 was derived from skin organ.,[],"['GM04478', 'was', 'derived', 'from', 'skin', 'organ.']"
825,The Epstein-Barr virus transformed ND12094.,[],"['The', 'Epstein-Barr', 'virus', 'transformed', 'ND12094.']"
826,ND12094 is a type of Transformed cell line.,[],"['ND12094', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
827,Adenovirus 5 is the transformant in the HKB-11 cell line.,"[Span[7:8]: ""HKB-11"" → CellLine (1.0000)]","['Adenovirus', '5', 'is', 'the', 'transformant', 'in', 'the', 'HKB-11', 'cell', 'line.']"
828,The Transformed cell line includes ND12094.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND12094.']"
829,The ND12094 cell line contains Epstein-Barr virus EBV as a transformant.,"[Span[1:2]: ""ND12094"" → CellLine (0.7398)]","['The', 'ND12094', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'EBV', 'as', 'a', 'transformant.']"
830,The Cancer cell line includes  RO82.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""RO82"" → CellLine (0.9998)]","['The', 'Cancer', 'cell', 'line', 'includes', '', 'RO82.']"
831,A patient of Amyotrophic lateral sclerosis contributed to ND09360.,[],"['A', 'patient', 'of', 'Amyotrophic', 'lateral', 'sclerosis', 'contributed', 'to', 'ND09360.']"
832,ND09360 is sourced from blood.,[],"['ND09360', 'is', 'sourced', 'from', 'blood.']"
833,A patient of Adult Onset Diabetes contributed to DA01330.,[],"['A', 'patient', 'of', 'Adult', 'Onset', 'Diabetes', 'contributed', 'to', 'DA01330.']"
834,ND09360 comes from a patient with Amyotrophic lateral sclerosis.,[],"['ND09360', 'comes', 'from', 'a', 'patient', 'with', 'Amyotrophic', 'lateral', 'sclerosis.']"
835,The ND09360 cell line contains Epstein-Barr virus EBV as a transformant.,[],"['The', 'ND09360', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'EBV', 'as', 'a', 'transformant.']"
836,ND09564 comes from a patient with Parkinson's Disease.,[],"['ND09564', 'comes', 'from', 'a', 'patient', 'with', ""Parkinson's"", 'Disease.']"
837,ND09360 was derived from portion of blood.,[],"['ND09360', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
838,ND09360 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""ND09360"" → CellLine (0.9892)]","['ND09360', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
839,female gonad is the origin of the JHOC8.,[],"['female', 'gonad', 'is', 'the', 'origin', 'of', 'the', 'JHOC8.']"
840,The Human herpesvirus 4 transformed ND09360.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'ND09360.']"
841,ND09360 comes from a patient with Amyotrophic lateral sclerosis.,[],"['ND09360', 'comes', 'from', 'a', 'patient', 'with', 'Amyotrophic', 'lateral', 'sclerosis.']"
842,The Betapolyomavirus macacae transformed AC16 [Human hybrid cardiomyocyte].,"[Span[4:5]: ""AC16"" → CellLine (0.9996)]","['The', 'Betapolyomavirus', 'macacae', 'transformed', 'AC16', '[Human', 'hybrid', 'cardiomyocyte].']"
843,The Transformed cell line includes ND09360.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND09360.']"
844,ND09360 is sourced from portion of blood.,[],"['ND09360', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
845,The Finite cell line includes GRC#1260.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GRC#1260.']"
846,GM02958 comes from a patient with CIPA.,[],"['GM02958', 'comes', 'from', 'a', 'patient', 'with', 'CIPA.']"
847,The Finite cell line includes GM02958.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM02958.']"
848,The donor of GM07783 has Manic Bipolar Affective Disorder.,[],"['The', 'donor', 'of', 'GM07783', 'has', 'Manic', 'Bipolar', 'Affective', 'Disorder.']"
849,GM02958 comes from a patient with Hereditary sensory and autonomic neuropathy type 4.,[],"['GM02958', 'comes', 'from', 'a', 'patient', 'with', 'Hereditary', 'sensory', 'and', 'autonomic', 'neuropathy', 'type', '4.']"
850,fibroblast is the cell type for GM02958.,[],"['fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GM02958.']"
851,A patient of AIDS Related Burkitt's Lymphoma contributed to 2F7.,[],"['A', 'patient', 'of', 'AIDS', 'Related', ""Burkitt's"", 'Lymphoma', 'contributed', 'to', '2F7.']"
852,GM02958 is fibroblast.,[],"['GM02958', 'is', 'fibroblast.']"
853,The Finite cell line includes GM02958.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM02958.']"
854,skin fibroblast is the cell type for GRC#0269.,[],"['skin', 'fibroblast', 'is', 'the', 'cell', 'type', 'for', 'GRC#0269.']"
855,GM02958 cell line belongs to the category of Finite cell line.,[],"['GM02958', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
856,A patient of Hereditary sensory and autonomic neuropathy type 4 contributed to GM02958.,[],"['A', 'patient', 'of', 'Hereditary', 'sensory', 'and', 'autonomic', 'neuropathy', 'type', '4', 'contributed', 'to', 'GM02958.']"
857, O13 cell line belongs to the category of Cancer cell line.,"[Span[0:1]: ""O13"" → CellLine (0.9998), Span[8:11]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'O13', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
858,JHCA-ov comes from a patient with Colonic Adenocarcinoma.,[],"['JHCA-ov', 'comes', 'from', 'a', 'patient', 'with', 'Colonic', 'Adenocarcinoma.']"
859,JHCA-ov is a type of Cancer cell line.,"[Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['JHCA-ov', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
860,"The donor of DA03655 has Diabetes, Type II.",[],"['The', 'donor', 'of', 'DA03655', 'has', 'Diabetes,', 'Type', 'II.']"
861,gonad of genitalia of female organism is the origin of the JHCA-ov.,[],"['gonad', 'of', 'genitalia', 'of', 'female', 'organism', 'is', 'the', 'origin', 'of', 'the', 'JHCA-ov.']"
862,JHCA-ov cell line belongs to the category of Cancer cell line.,"[Span[8:11]: ""Cancer cell line"" → CellLine (0.9999)]","['JHCA-ov', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
863,ND00144 is sourced from portion of blood.,[],"['ND00144', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
864,The Cancer cell line includes JHCA-ov.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999)]","['The', 'Cancer', 'cell', 'line', 'includes', 'JHCA-ov.']"
865,A patient of Adenocarcinoma - colon contributed to JHCA-ov.,[],"['A', 'patient', 'of', 'Adenocarcinoma', '-', 'colon', 'contributed', 'to', 'JHCA-ov.']"
866,The Transformed cell line includes HQ00595.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'HQ00595.']"
867,vertebrate blood is the origin of the DA02117.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'DA02117.']"
868,The Epstein-Barr virus transformed DA02117.,[],"['The', 'Epstein-Barr', 'virus', 'transformed', 'DA02117.']"
869,RMUG-S is sourced from female organism reproductive system gonada.,[],"['RMUG-S', 'is', 'sourced', 'from', 'female', 'organism', 'reproductive', 'system', 'gonada.']"
